ticker,name,is_active,exchange_code,country_code,currency_code
SHLS,Shoals Technologies Group Inc,1,XNAS,USA,USD
SHMR,Shamir Optical Industry Ltd,0,XNAS,USA,USD
SHOTW,Safety Shot Inc,1,XNAS,USA,USD
SHQA,Shelter Acquisition Corporation I,0,XNAS,USA,USD
SIERU,Sierra Lake Acquisition Corp Unit,0,XNAS,USA,USD
SIMG,Silicon Image Inc,0,XNAS,USA,USD
SIOX,Sio Gene Therapies Inc,0,XNAS,USA,USD
SKIL1,Skillsoft Corp,0,XNAS,USA,USD
SLAC,Social Leverage Acquisition Corp I Class A Common Stock,0,XNAS,USA,USD
SLFC,Shoreline Financial Corp,0,XNAS,USA,USD
SMBC,Southern Missouri Bancorp Inc,1,XNAS,USA,USD
SMCI,Super Micro Computer Inc,1,XNAS,USA,USD
SMFR,Sema4 Holdings Corp,0,XNAS,USA,USD
SPIL,Siliconware Precision Industries Co. Ltd,0,XNAS,USA,USD
SPKLU,Spark I Acquisition Corp. Unit,1,XNAS,USA,USD
SPLK1,Spanlink Communications Inc,0,XNAS,USA,USD
SPLX1,Simplex Solutions Inc,0,XNAS,USA,USD
SPWRV,SunPower Corporation,0,XNAS,USA,USD
SRAQ,SRAQ,0,XNAS,USA,USD
STGN,Stratagene  Corp,0,XNAS,USA,USD
STMP,Stamps.com Inc,0,XNAS,USA,USD
STR_old,Questar Corp,0,XNAS,USA,USD
SUNWQ,Sunworks Inc,1,XNAS,USA,USD
SUPR,SUPERIOR BANCORP,0,XNAS,USA,USD
SVAC,Starboard Value Acquisition Corp,0,XNAS,USA,USD
SVNX,724 Solutions Inc,0,XNAS,USA,USD
SVOKW,Seven Oaks Acquisition Corp,0,XNAS,USA,USD
SVTG,Savoir Technology Group Inc,0,XNAS,USA,USD
SWAGW,Software Acquisition Group Inc. III Warrant,0,XNAS,USA,USD
SWP,Stanley Black & Decker Inc. CORP UNIT 2017,0,XNAS,USA,USD
SWP_old,Stanley Black & Decker Inc. CORP UNIT 2017,0,XNAS,USA,USD
SXTN,Saxton Inc,0,XNAS,USA,USD
SYMB,SYMB,0,XNAS,USA,USD
SYMBA,Symbollon Corp,0,XNAS,USA,USD
TAVA,Tava Technologies Inc,0,XNAS,USA,USD
TCX,Tucows Inc.,1,XNAS,USA,USD
TERN,Terns Pharmaceuticals Inc,1,XNAS,USA,USD
TFM,The Fresh Market Inc,0,XNAS,USA,USD
TGL,Treasure Global Inc.,1,XNAS,USA,USD
THRN,Thorne HealthTech Inc,0,XNAS,USA,USD
TLTN1,Teltrend Inc,0,XNAS,USA,USD
TOGA,Managed Portfolio Series,0,XNAS,USA,USD
TPGH-WT,TPG Pace Holdings Corp. Warrants each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share,0,XNAS,USA,USD
TPTI,Tippingpoint Technologies Inc,0,XNAS,USA,USD
TRES1,Treesource Industries Inc,0,XNAS,USA,USD
TREV,Treev Inc,0,XNAS,USA,USD
TRNIQ,Trans Industries Inc,0,XNAS,USA,USD
TRVL,Travel Services International Inc,0,XNAS,USA,USD
TRVN,Trevena Inc,1,XNAS,USA,USD
TSHA,Taysha Gene Therapies Inc,1,XNAS,USA,USD
TSRE,Trade Street Residential Inc,0,XNAS,USA,USD
TSRX,Trius Therapeutics Inc,0,XNAS,USA,USD
TTII1,Transportation Technologies Industries Inc,0,XNAS,USA,USD
TTLA,Tarantella Inc,0,XNAS,USA,USD
TTS,Tile Shop Holdings Inc,0,XNAS,USA,USD
HDRAW,Hydra Industries Acquisition Corp Wt Exp 10/20/2021,0,XNAS,USA,USD
HFGI,Harrington Financial Group Inc,0,XNAS,USA,USD
HHHHR,Wealthbridge Acquisition Limited,0,XNAS,USA,USD
HHHHW,Wealthbridge Acquisition Limited,0,XNAS,USA,USD
HK1,Petrohawk Energy Corp,0,XNAS,USA,USD
HMAC,Hainan Manaslu Acquisition Corp,0,XNAS,USA,USD
HMACU,Hainan Manaslu Acquisition Corp.,0,XNAS,USA,USD
HMSV,Homeservices Com Inc,0,XNAS,USA,USD
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,1,XNAS,USA,USD
HOLX,Hologic Inc,1,XNAS,USA,USD
IDIX,Idenix Pharmaceuticals Inc,0,XNAS,USA,USD
IGTI,Image Guided Technologies Inc,0,XNAS,USA,USD
ILHL,International Leisure Hosts Ltd,0,XNAS,USA,USD
INCB,Indiana Community Bancorp,0,XNAS,USA,USD
INDQA,International Dairy Queen Inc,0,XNAS,USA,USD
INMTQ,Intermet Corp,0,XNAS,USA,USD
INNTW,9 Meters Biopharma Inc,0,XNAS,USA,USD
INSE,Inspired Entertainment Inc,1,XNAS,USA,USD
IOACW,Innovative International Acquisition Corp. Warrants,0,XNAS,USA,USD
IOVA,Iovance Biotherapeutics Inc,1,XNAS,USA,USD
IPCI,Intellipharmaceutics International Inc,0,XNAS,USA,USD
ITAC,Industrial Tech Acquisitions Inc,0,XNAS,USA,USD
ITRM,Iterum Therapeutics PLC,1,XNAS,USA,USD
